datetime,height_m,type
2013-01-20 12:14:00,1.28,LW
2013-01-20 18:30:00,3.85,HW
2013-01-21 00:28:00,1.53,LW
2013-01-21 06:54:00,3.90,HW
2013-01-21 13:25:00,1.40,LW
2013-01-21 19:44:00,3.80,HW
2013-01-22 01:58:00,1.53,LW
2013-01-22 08:09:00,3.86,HW
2013-01-22 14:32:00,1.41,LW
2013-01-22 20:51:00,3.90,HW
2013-01-23 03:08:00,1.38,LW
2013-01-23 09:18:00,3.96,HW
2013-01-23 15:34:00,1.32,LW
2013-01-23 21:51:00,4.07,HW
2013-01-24 04:08:00,1.17,LW
2013-01-24 10:18:00,4.13,HW
2013-01-24 16:29:00,1.19,LW
2013-01-24 22:40:00,4.26,HW
2013-01-25 04:59:00,0.97,LW
2013-01-25 11:06:00,4.28,HW
2013-01-25 17:15:00,1.07,LW
2013-01-25 23:21:00,4.40,HW
2013-01-26 05:41:00,0.83,LW
2013-01-26 11:45:00,4.40,HW
2013-01-26 17:52:00,0.97,LW
2013-01-26 23:55:00,4.52,HW
2013-01-27 06:18:00,0.72,LW
2013-01-27 12:19:00,4.50,HW
2013-01-27 18:24:00,0.89,LW
2013-01-28 00:27:00,4.62,HW
2013-01-28 06:52:00,0.63,LW
2013-01-28 12:53:00,4.59,HW
2013-01-28 18:55:00,0.80,LW
2013-01-29 01:00:00,4.70,HW
2013-01-29 07:26:00,0.55,LW
2013-01-29 13:29:00,4.65,HW
2013-01-29 19:28:00,0.73,LW
2013-01-30 01:34:00,4.74,HW
2013-01-30 08:01:00,0.51,LW
2013-01-30 14:07:00,4.65,HW
2013-01-30 20:03:00,0.71,LW
2013-01-31 02:09:00,4.72,HW
2013-01-31 08:37:00,0.52,LW
2013-01-31 14:44:00,4.59,HW
2013-01-31 20:40:00,0.74,LW
2013-02-01 02:44:00,4.65,HW
2013-02-01 09:14:00,0.58,LW
2013-02-01 15:20:00,4.49,HW
2013-02-01 21:18:00,0.82,LW
2013-02-02 03:21:00,4.57,HW
2013-02-02 09:52:00,0.68,LW
2013-02-02 15:58:00,4.38,HW
2013-02-02 21:59:00,0.92,LW
2013-02-03 04:05:00,4.48,HW
2013-02-03 10:36:00,0.80,LW
2013-02-03 16:44:00,4.27,HW
2013-02-03 22:48:00,1.04,LW
2013-02-04 05:00:00,4.34,HW
2013-02-04 11:33:00,0.96,LW
2013-02-04 17:42:00,4.13,HW
2013-02-04 23:51:00,1.18,LW
2013-02-05 06:11:00,4.19,HW
2013-02-05 12:51:00,1.10,LW
2013-02-05 19:00:00,4.03,HW
2013-02-06 01:22:00,1.24,LW
2013-02-06 07:40:00,4.13,HW
2013-02-06 14:15:00,1.11,LW
2013-02-06 20:27:00,4.09,HW
2013-02-07 02:50:00,1.11,LW
2013-02-07 09:04:00,4.25,HW
2013-02-07 15:29:00,1.02,LW
2013-02-07 21:40:00,4.28,HW
2013-02-08 04:06:00,0.87,LW
2013-02-08 10:19:00,4.46,HW
2013-02-08 16:33:00,0.87,LW
2013-02-08 22:41:00,4.50,HW
2013-02-09 05:10:00,0.64,LW
2013-02-09 11:20:00,4.66,HW
2013-02-09 17:25:00,0.74,LW
2013-02-09 23:32:00,4.69,HW
2013-02-10 06:04:00,0.46,LW
2013-02-10 12:12:00,4.79,HW
2013-02-10 18:10:00,0.65,LW
2013-02-11 00:17:00,4.82,HW
2013-02-11 06:50:00,0.37,LW
2013-02-11 12:57:00,4.84,HW
2013-02-11 18:50:00,0.60,LW
2013-02-12 00:57:00,4.90,HW
2013-02-12 07:32:00,0.35,LW
2013-02-12 13:39:00,4.83,HW
2013-02-12 19:29:00,0.60,LW
2013-02-13 01:37:00,4.92,HW
2013-02-13 08:10:00,0.41,LW
2013-02-13 14:17:00,4.75,HW
2013-02-13 20:06:00,0.65,LW
2013-02-14 02:14:00,4.87,HW
2013-02-14 08:43:00,0.53,LW
2013-02-14 14:51:00,4.62,HW
2013-02-14 20:40:00,0.74,LW
2013-02-15 02:50:00,4.75,HW
2013-02-15 09:14:00,0.68,LW
2013-02-15 15:21:00,4.46,HW
2013-02-15 21:14:00,0.87,LW
2013-02-16 03:25:00,4.59,HW
2013-02-16 09:44:00,0.86,LW
2013-02-16 15:52:00,4.29,HW
2013-02-16 21:49:00,1.02,LW
2013-02-17 04:03:00,4.37,HW
2013-02-17 10:21:00,1.06,LW
2013-02-17 16:29:00,4.09,HW
2013-02-17 22:31:00,1.22,LW
2013-02-18 04:48:00,4.11,HW
2013-02-18 11:08:00,1.30,LW
2013-02-18 17:17:00,3.87,HW
2013-02-18 23:26:00,1.43,LW
2013-02-19 05:50:00,3.85,HW
2013-02-19 12:17:00,1.51,LW
2013-02-19 18:31:00,3.68,HW
2013-02-20 00:58:00,1.55,LW
2013-02-20 07:21:00,3.71,HW
2013-02-20 13:48:00,1.58,LW
2013-02-20 20:08:00,3.71,HW
2013-02-21 02:29:00,1.45,LW
2013-02-21 08:44:00,3.80,HW
2013-02-21 15:03:00,1.46,LW
2013-02-21 21:17:00,3.91,HW
2013-02-22 03:37:00,1.22,LW
2013-02-22 09:51:00,4.02,HW
2013-02-22 16:04:00,1.27,LW
2013-02-22 22:13:00,4.15,HW
2013-02-23 04:32:00,0.99,LW
2013-02-23 10:43:00,4.23,HW
2013-02-23 16:52:00,1.09,LW
2013-02-23 22:57:00,4.34,HW
2013-02-24 05:16:00,0.81,LW
2013-02-24 11:24:00,4.40,HW
2013-02-24 17:30:00,0.96,LW
2013-02-24 23:33:00,4.49,HW
2013-02-25 05:54:00,0.68,LW
2013-02-25 11:59:00,4.52,HW
2013-02-25 18:02:00,0.84,LW
2013-02-26 00:05:00,4.61,HW
2013-02-26 06:29:00,0.57,LW
2013-02-26 12:32:00,4.63,HW
2013-02-26 18:34:00,0.73,LW
2013-02-27 00:37:00,4.72,HW
2013-02-27 07:03:00,0.48,LW
2013-02-27 13:08:00,4.72,HW
2013-02-27 19:08:00,0.64,LW
2013-02-28 01:12:00,4.79,HW
2013-02-28 07:39:00,0.42,LW
2013-02-28 13:45:00,4.74,HW
2013-02-28 19:44:00,0.59,LW
2013-03-01 01:49:00,4.79,HW
2013-03-01 08:14:00,0.43,LW
2013-03-01 14:22:00,4.69,HW
2013-03-01 20:21:00,0.61,LW
2013-03-02 02:25:00,4.74,HW
2013-03-02 08:51:00,0.50,LW
2013-03-02 14:57:00,4.59,HW
2013-03-02 20:59:00,0.68,LW
2013-03-03 03:04:00,4.65,HW
2013-03-03 09:29:00,0.62,LW
2013-03-03 15:35:00,4.46,HW
2013-03-03 21:40:00,0.78,LW
2013-03-04 03:50:00,4.52,HW
2013-03-04 10:13:00,0.80,LW
2013-03-04 16:21:00,4.30,HW
2013-03-04 22:29:00,0.93,LW
2013-03-05 04:48:00,4.34,HW
2013-03-05 11:10:00,1.02,LW
2013-03-05 17:21:00,4.11,HW
2013-03-05 23:35:00,1.10,LW
2013-03-06 06:03:00,4.15,HW
2013-03-06 12:31:00,1.20,LW
2013-03-06 18:42:00,3.97,HW
2013-03-07 01:12:00,1.17,LW
2013-03-07 07:33:00,4.09,HW
2013-03-07 14:01:00,1.22,LW
2013-03-07 20:11:00,4.03,HW
2013-03-08 02:43:00,1.03,LW
2013-03-08 09:01:00,4.22,HW
2013-03-08 15:18:00,1.09,LW
2013-03-08 21:27:00,4.23,HW
2013-03-09 04:02:00,0.79,LW
2013-03-09 10:16:00,4.45,HW
2013-03-09 16:21:00,0.92,LW
2013-03-09 22:29:00,4.46,HW
2013-03-10 05:03:00,0.58,LW
2013-03-10 11:13:00,4.63,HW
2013-03-10 17:09:00,0.77,LW
2013-03-10 23:18:00,4.63,HW
2013-03-11 05:51:00,0.46,LW
2013-03-11 11:59:00,4.72,HW
2013-03-11 17:49:00,0.67,LW
2013-03-11 23:59:00,4.75,HW
2013-03-12 06:31:00,0.42,LW
2013-03-12 12:39:00,4.75,HW
2013-03-12 18:27:00,0.60,LW
2013-03-13 00:36:00,4.83,HW
2013-03-13 07:06:00,0.43,LW
2013-03-13 13:14:00,4.74,HW
2013-03-13 19:05:00,0.57,LW
2013-03-14 01:13:00,4.85,HW
2013-03-14 07:39:00,0.48,LW
2013-03-14 13:47:00,4.70,HW
2013-03-14 19:41:00,0.59,LW
2013-03-15 01:50:00,4.81,HW
2013-03-15 08:10:00,0.59,LW
2013-03-15 14:17:00,4.61,HW
2013-03-15 20:15:00,0.67,LW
2013-03-16 02:25:00,4.70,HW
2013-03-16 08:38:00,0.72,LW
2013-03-16 14:46:00,4.50,HW
2013-03-16 20:47:00,0.78,LW
2013-03-17 02:59:00,4.55,HW
2013-03-17 09:07:00,0.87,LW
2013-03-17 15:16:00,4.35,HW
2013-03-17 21:19:00,0.91,LW
2013-03-18 03:34:00,4.35,HW
2013-03-18 09:40:00,1.05,LW
2013-03-18 15:50:00,4.17,HW
2013-03-18 21:57:00,1.07,LW
2013-03-19 04:15:00,4.12,HW
2013-03-19 10:23:00,1.27,LW
2013-03-19 16:33:00,3.96,HW
2013-03-19 22:47:00,1.26,LW
2013-03-20 05:08:00,3.87,HW
2013-03-20 11:22:00,1.50,LW
2013-03-20 17:31:00,3.73,HW
2013-03-21 00:00:00,1.43,LW
2013-03-21 06:23:00,3.69,HW
2013-03-21 12:46:00,1.64,LW
2013-03-21 19:07:00,3.63,HW
2013-03-22 01:41:00,1.41,LW
2013-03-22 08:00:00,3.72,HW
2013-03-22 14:22:00,1.55,LW
2013-03-22 20:35:00,3.79,HW
2013-03-23 02:56:00,1.21,LW
2013-03-23 09:14:00,3.95,HW
2013-03-23 15:30:00,1.33,LW
2013-03-23 21:35:00,4.05,HW
2013-03-24 03:55:00,0.97,LW
2013-03-24 10:08:00,4.21,HW
2013-03-24 16:19:00,1.11,LW
2013-03-24 22:22:00,4.28,HW
2013-03-25 04:42:00,0.78,LW
2013-03-25 10:52:00,4.40,HW
2013-03-25 16:59:00,0.94,LW
2013-03-25 23:01:00,4.45,HW
2013-03-26 05:22:00,0.64,LW
2013-03-26 11:29:00,4.55,HW
2013-03-26 17:34:00,0.80,LW
2013-03-26 23:36:00,4.59,HW
2013-03-27 06:00:00,0.53,LW
2013-03-27 12:05:00,4.67,HW
2013-03-27 18:09:00,0.68,LW
2013-03-28 00:11:00,4.71,HW
2013-03-28 06:37:00,0.44,LW
2013-03-28 12:42:00,4.76,HW
2013-03-28 18:46:00,0.58,LW
2013-03-29 00:49:00,4.80,HW
2013-03-29 07:14:00,0.39,LW
2013-03-29 13:20:00,4.79,HW
2013-03-29 19:25:00,0.51,LW
2013-03-30 01:30:00,4.83,HW
2013-03-30 07:51:00,0.39,LW
2013-03-30 13:59:00,4.76,HW
2013-03-30 20:04:00,0.51,LW
2013-03-31 02:12:00,4.80,HW
2013-03-31 08:30:00,0.47,LW
2013-03-31 14:38:00,4.67,HW
2013-03-31 20:45:00,0.56,LW
2013-04-01 02:58:00,4.70,HW
2013-04-01 09:11:00,0.62,LW
2013-04-01 15:20:00,4.53,HW
2013-04-01 21:29:00,0.66,LW
2013-04-02 03:48:00,4.56,HW
2013-04-02 09:58:00,0.83,LW
2013-04-02 16:09:00,4.35,HW
2013-04-02 22:22:00,0.81,LW
2013-04-03 04:48:00,4.36,HW
2013-04-03 10:58:00,1.06,LW
2013-04-03 17:10:00,4.16,HW
2013-04-03 23:35:00,0.97,LW
2013-04-04 06:02:00,4.18,HW
2013-04-04 12:19:00,1.24,LW
2013-04-04 18:30:00,4.02,HW
2013-04-05 01:08:00,1.01,LW
2013-04-05 07:28:00,4.14,HW
2013-04-05 13:47:00,1.25,LW
2013-04-05 19:55:00,4.07,HW
2013-04-06 02:35:00,0.88,LW
2013-04-06 08:53:00,4.27,HW
2013-04-06 15:02:00,1.11,LW
2013-04-06 21:08:00,4.24,HW
2013-04-07 03:48:00,0.71,LW
2013-04-07 10:02:00,4.45,HW
2013-04-07 16:00:00,0.95,LW
2013-04-07 22:08:00,4.41,HW
2013-04-08 04:44:00,0.59,LW
2013-04-08 10:55:00,4.57,HW
2013-04-08 16:46:00,0.82,LW
2013-04-08 22:57:00,4.54,HW
2013-04-09 05:28:00,0.55,LW
2013-04-09 11:38:00,4.62,HW
2013-04-09 17:25:00,0.72,LW
2013-04-09 23:36:00,4.63,HW
2013-04-10 06:03:00,0.55,LW
2013-04-10 12:13:00,4.64,HW
2013-04-10 18:03:00,0.63,LW
2013-04-11 00:12:00,4.70,HW
2013-04-11 06:35:00,0.56,LW
2013-04-11 12:44:00,4.65,HW
2013-04-11 18:41:00,0.57,LW
2013-04-12 00:48:00,4.74,HW
2013-04-12 07:07:00,0.59,LW
2013-04-12 13:14:00,4.65,HW
2013-04-12 19:19:00,0.58,LW
2013-04-13 01:26:00,4.71,HW
2013-04-13 07:38:00,0.66,LW
2013-04-13 13:45:00,4.61,HW
2013-04-13 19:54:00,0.64,LW
2013-04-14 02:03:00,4.62,HW
2013-04-14 08:08:00,0.77,LW
2013-04-14 14:16:00,4.51,HW
2013-04-14 20:26:00,0.73,LW
2013-04-15 02:37:00,4.48,HW
2013-04-15 08:37:00,0.89,LW
2013-04-15 14:48:00,4.39,HW
2013-04-15 20:57:00,0.82,LW
2013-04-16 03:12:00,4.32,HW
2013-04-16 09:10:00,1.03,LW
2013-04-16 15:21:00,4.24,HW
2013-04-16 21:34:00,0.94,LW
2013-04-17 03:51:00,4.14,HW
2013-04-17 09:51:00,1.21,LW
2013-04-17 16:02:00,4.06,HW
2013-04-17 22:20:00,1.08,LW
2013-04-18 04:40:00,3.95,HW
2013-04-18 10:43:00,1.40,LW
2013-04-18 16:54:00,3.87,HW
2013-04-18 23:23:00,1.22,LW
2013-04-19 05:41:00,3.79,HW
2013-04-19 11:51:00,1.55,LW
2013-04-19 18:02:00,3.73,HW
2013-04-20 00:45:00,1.26,LW
2013-04-20 07:02:00,3.77,HW
2013-04-20 13:17:00,1.55,LW
2013-04-20 19:36:00,3.78,HW
2013-04-21 02:06:00,1.14,LW
2013-04-21 08:24:00,3.94,HW
2013-04-21 14:38:00,1.36,LW
2013-04-21 20:45:00,3.99,HW
2013-04-22 03:09:00,0.94,LW
2013-04-22 09:23:00,4.19,HW
2013-04-22 15:35:00,1.13,LW
2013-04-22 21:38:00,4.22,HW
2013-04-23 04:01:00,0.76,LW
2013-04-23 10:12:00,4.40,HW
2013-04-23 16:21:00,0.94,LW
2013-04-23 22:22:00,4.41,HW
2013-04-24 04:46:00,0.62,LW
2013-04-24 10:54:00,4.56,HW
2013-04-24 17:03:00,0.78,LW
2013-04-24 23:03:00,4.57,HW
2013-04-25 05:28:00,0.52,LW
2013-04-25 11:35:00,4.68,HW
2013-04-25 17:44:00,0.65,LW
2013-04-25 23:44:00,4.70,HW
2013-04-26 06:09:00,0.45,LW
2013-04-26 12:15:00,4.76,HW
2013-04-26 18:25:00,0.54,LW
2013-04-27 00:28:00,4.81,HW
2013-04-27 06:50:00,0.41,LW
2013-04-27 12:56:00,4.81,HW
2013-04-27 19:08:00,0.46,LW
2013-04-28 01:16:00,4.86,HW
2013-04-28 07:32:00,0.42,LW
2013-04-28 13:39:00,4.81,HW
2013-04-28 19:52:00,0.42,LW
2013-04-29 02:06:00,4.85,HW
2013-04-29 08:14:00,0.49,LW
2013-04-29 14:23:00,4.74,HW
2013-04-29 20:37:00,0.45,LW
2013-04-30 02:56:00,4.77,HW
2013-04-30 08:58:00,0.64,LW
2013-04-30 15:08:00,4.62,HW
2013-04-30 21:26:00,0.53,LW
2013-05-01 03:48:00,4.63,HW
2013-05-01 09:48:00,0.83,LW
2013-05-01 15:59:00,4.46,HW
2013-05-01 22:23:00,0.66,LW
2013-05-02 04:46:00,4.44,HW
2013-05-02 10:47:00,1.05,LW
2013-05-02 16:58:00,4.29,HW
2013-05-02 23:36:00,0.78,LW
2013-05-03 05:56:00,4.28,HW
2013-05-03 12:01:00,1.21,LW
2013-05-03 18:14:00,4.16,HW
2013-05-04 00:58:00,0.83,LW
2013-05-04 07:15:00,4.22,HW
2013-05-04 13:24:00,1.23,LW
2013-05-04 19:31:00,4.16,HW
2013-05-05 02:14:00,0.78,LW
2013-05-05 08:29:00,4.29,HW
2013-05-05 14:35:00,1.14,LW
2013-05-05 20:39:00,4.24,HW
2013-05-06 03:20:00,0.73,LW
2013-05-06 09:34:00,4.38,HW
2013-05-06 15:32:00,1.02,LW
2013-05-06 21:38:00,4.33,HW
2013-05-07 04:15:00,0.71,LW
2013-05-07 10:27:00,4.45,HW
2013-05-07 16:19:00,0.91,LW
2013-05-07 22:29:00,4.41,HW
2013-05-08 04:57:00,0.72,LW
2013-05-08 11:10:00,4.49,HW
2013-05-08 17:01:00,0.80,LW
2013-05-08 23:11:00,4.49,HW
2013-05-09 05:31:00,0.72,LW
2013-05-09 11:44:00,4.52,HW
2013-05-09 17:41:00,0.70,LW
2013-05-09 23:49:00,4.55,HW
2013-05-10 06:04:00,0.72,LW
2013-05-10 12:14:00,4.56,HW
2013-05-10 18:21:00,0.62,LW
2013-05-11 00:27:00,4.59,HW
2013-05-11 06:38:00,0.72,LW
2013-05-11 12:45:00,4.59,HW
2013-05-11 19:00:00,0.60,LW
2013-05-12 01:04:00,4.59,HW
2013-05-12 07:12:00,0.76,LW
2013-05-12 13:18:00,4.58,HW
2013-05-12 19:36:00,0.63,LW
2013-05-13 01:42:00,4.53,HW
2013-05-13 07:43:00,0.82,LW
2013-05-13 13:52:00,4.52,HW
2013-05-13 20:09:00,0.69,LW
2013-05-14 02:18:00,4.44,HW
2013-05-14 08:14:00,0.90,LW
2013-05-14 14:25:00,4.44,HW
2013-05-14 20:41:00,0.75,LW
2013-05-15 02:55:00,4.32,HW
2013-05-15 08:48:00,0.99,LW
2013-05-15 15:00:00,4.33,HW
2013-05-15 21:17:00,0.82,LW
2013-05-16 03:33:00,4.20,HW
2013-05-16 09:27:00,1.11,LW
2013-05-16 15:39:00,4.20,HW
2013-05-16 22:01:00,0.91,LW
2013-05-17 04:17:00,4.07,HW
2013-05-17 10:14:00,1.24,LW
2013-05-17 16:24:00,4.07,HW
2013-05-17 22:55:00,1.00,LW
2013-05-18 05:09:00,3.97,HW
2013-05-18 11:11:00,1.37,LW
2013-05-18 17:20:00,3.95,HW
2013-05-19 00:00:00,1.06,LW
2013-05-19 06:11:00,3.92,HW
2013-05-19 12:18:00,1.42,LW
2013-05-19 18:27:00,3.91,HW
2013-05-20 01:13:00,1.03,LW
2013-05-20 07:26:00,3.99,HW
2013-05-20 13:35:00,1.35,LW
2013-05-20 19:45:00,4.00,HW
2013-05-21 02:20:00,0.91,LW
2013-05-21 08:34:00,4.17,HW
2013-05-21 14:45:00,1.17,LW
2013-05-21 20:49:00,4.18,HW
2013-05-22 03:19:00,0.77,LW
2013-05-22 09:30:00,4.36,HW
2013-05-22 15:42:00,0.98,LW
2013-05-22 21:43:00,4.37,HW
2013-05-23 04:11:00,0.65,LW
2013-05-23 10:20:00,4.53,HW
2013-05-23 16:33:00,0.80,LW
2013-05-23 22:32:00,4.54,HW
2013-05-24 04:59:00,0.56,LW
2013-05-24 11:06:00,4.65,HW
2013-05-24 17:21:00,0.65,LW
2013-05-24 23:21:00,4.68,HW
2013-05-25 05:45:00,0.50,LW
2013-05-25 11:51:00,4.75,HW
2013-05-25 18:08:00,0.52,LW
2013-05-26 00:13:00,4.81,HW
2013-05-26 06:31:00,0.47,LW
2013-05-26 12:36:00,4.82,HW
2013-05-26 18:56:00,0.42,LW
2013-05-27 01:06:00,4.89,HW
2013-05-27 07:16:00,0.47,LW
2013-05-27 13:23:00,4.85,HW
2013-05-27 19:45:00,0.35,LW
2013-05-28 01:59:00,4.91,HW
2013-05-28 08:02:00,0.53,LW
2013-05-28 14:10:00,4.82,HW
2013-05-28 20:34:00,0.35,LW
2013-05-29 02:51:00,4.85,HW
2013-05-29 08:48:00,0.65,LW
2013-05-29 14:57:00,4.74,HW
2013-05-29 21:26:00,0.41,LW
2013-05-30 03:43:00,4.72,HW
2013-05-30 09:36:00,0.81,LW
2013-05-30 15:46:00,4.62,HW
2013-05-30 22:22:00,0.52,LW
2013-05-31 04:38:00,4.54,HW
2013-05-31 10:30:00,0.99,LW
2013-05-31 16:42:00,4.46,HW
2013-05-31 23:25:00,0.64,LW
2013-06-01 05:40:00,4.37,HW
2013-06-01 11:33:00,1.15,LW
2013-06-01 17:48:00,4.31,HW
2013-06-02 00:34:00,0.75,LW
2013-06-02 06:48:00,4.26,HW
2013-06-02 12:48:00,1.24,LW
2013-06-02 18:58:00,4.22,HW
2013-06-03 01:41:00,0.82,LW
2013-06-03 07:54:00,4.22,HW
2013-06-03 13:58:00,1.22,LW
2013-06-03 20:03:00,4.19,HW
2013-06-04 02:41:00,0.87,LW
2013-06-04 08:56:00,4.24,HW
2013-06-04 14:58:00,1.14,LW
2013-06-04 21:03:00,4.21,HW
2013-06-05 03:35:00,0.91,LW
2013-06-05 09:51:00,4.29,HW
2013-06-05 15:51:00,1.04,LW
2013-06-05 21:58:00,4.26,HW
2013-06-06 04:21:00,0.93,LW
2013-06-06 10:38:00,4.35,HW
2013-06-06 16:38:00,0.91,LW
2013-06-06 22:47:00,4.33,HW
2013-06-07 05:01:00,0.91,LW
2013-06-07 11:16:00,4.42,HW
2013-06-07 17:23:00,0.79,LW
2013-06-07 23:30:00,4.41,HW
2013-06-08 05:39:00,0.88,LW
2013-06-08 11:50:00,4.48,HW
2013-06-08 18:05:00,0.69,LW
2013-06-09 00:09:00,4.46,HW
2013-06-09 06:16:00,0.86,LW
2013-06-09 12:22:00,4.54,HW
2013-06-09 18:44:00,0.64,LW
2013-06-10 00:46:00,4.49,HW
2013-06-10 06:51:00,0.85,LW
2013-06-10 12:56:00,4.57,HW
2013-06-10 19:20:00,0.63,LW
2013-06-11 01:23:00,4.49,HW
2013-06-11 07:23:00,0.86,LW
2013-06-11 13:31:00,4.57,HW
2013-06-11 19:54:00,0.64,LW
2013-06-12 01:59:00,4.46,HW
2013-06-12 07:55:00,0.88,LW
2013-06-12 14:06:00,4.53,HW
2013-06-12 20:28:00,0.65,LW
2013-06-13 02:37:00,4.41,HW
2013-06-13 08:29:00,0.92,LW
2013-06-13 14:41:00,4.46,HW
2013-06-13 21:04:00,0.69,LW
2013-06-14 03:15:00,4.33,HW
2013-06-14 09:07:00,0.99,LW
2013-06-14 15:18:00,4.37,HW
2013-06-14 21:44:00,0.75,LW
2013-06-15 03:55:00,4.23,HW
2013-06-15 09:49:00,1.08,LW
2013-06-15 15:58:00,4.28,HW
2013-06-15 22:29:00,0.82,LW
2013-06-16 04:39:00,4.15,HW
2013-06-16 10:36:00,1.18,LW
2013-06-16 16:44:00,4.18,HW
2013-06-16 23:21:00,0.90,LW
2013-06-17 05:30:00,4.10,HW
2013-06-17 11:31:00,1.27,LW
2013-06-17 17:39:00,4.11,HW
2013-06-18 00:23:00,0.94,LW
2013-06-18 06:30:00,4.09,HW
2013-06-18 12:38:00,1.29,LW
2013-06-18 18:45:00,4.10,HW
2013-06-19 01:32:00,0.92,LW
2013-06-19 07:42:00,4.16,HW
2013-06-19 13:56:00,1.21,LW
2013-06-19 20:00:00,4.18,HW
2013-06-20 02:39:00,0.84,LW
2013-06-20 08:50:00,4.30,HW
2013-06-20 15:06:00,1.04,LW
2013-06-20 21:08:00,4.33,HW
2013-06-21 03:39:00,0.74,LW
2013-06-21 09:48:00,4.46,HW
2013-06-21 16:07:00,0.85,LW
2013-06-21 22:08:00,4.51,HW
2013-06-22 04:34:00,0.66,LW
2013-06-22 10:42:00,4.61,HW
2013-06-22 17:02:00,0.67,LW
2013-06-22 23:05:00,4.67,HW
2013-06-23 05:26:00,0.59,LW
2013-06-23 11:32:00,4.74,HW
2013-06-23 17:56:00,0.51,LW
2013-06-24 00:02:00,4.81,HW
2013-06-24 06:16:00,0.55,LW
2013-06-24 12:21:00,4.84,HW
2013-06-24 18:48:00,0.38,LW
2013-06-25 00:57:00,4.91,HW
2013-06-25 07:03:00,0.54,LW
2013-06-25 13:09:00,4.90,HW
2013-06-25 19:40:00,0.30,LW
2013-06-26 01:50:00,4.95,HW
2013-06-26 07:49:00,0.57,LW
2013-06-26 13:57:00,4.91,HW
2013-06-26 20:30:00,0.28,LW
2013-06-27 02:41:00,4.90,HW
2013-06-27 08:34:00,0.65,LW
2013-06-27 14:43:00,4.87,HW
2013-06-27 21:19:00,0.34,LW
2013-06-28 03:31:00,4.78,HW
2013-06-28 09:18:00,0.77,LW
2013-06-28 15:29:00,4.76,HW
2013-06-28 22:08:00,0.46,LW
2013-06-29 04:20:00,4.60,HW
2013-06-29 10:04:00,0.93,LW
2013-06-29 16:17:00,4.61,HW
2013-06-29 22:59:00,0.62,LW
2013-06-30 05:12:00,4.40,HW
2013-06-30 10:55:00,1.10,LW
2013-06-30 17:11:00,4.42,HW
2013-06-30 23:55:00,0.81,LW
2013-07-01 06:09:00,4.23,HW
2013-07-01 11:57:00,1.26,LW
2013-07-01 18:14:00,4.24,HW
2013-07-02 00:55:00,0.97,LW
2013-07-02 07:10:00,4.11,HW
2013-07-02 13:12:00,1.34,LW
2013-07-02 19:21:00,4.12,HW
2013-07-03 01:55:00,1.09,LW
2013-07-03 08:12:00,4.08,HW
2013-07-03 14:20:00,1.31,LW
2013-07-03 20:25:00,4.07,HW
2013-07-04 02:52:00,1.15,LW
2013-07-04 09:11:00,4.13,HW
2013-07-04 15:21:00,1.19,LW
2013-07-04 21:28:00,4.12,HW
2013-07-05 03:46:00,1.14,LW
2013-07-05 10:05:00,4.23,HW
2013-07-05 16:17:00,1.04,LW
2013-07-05 22:26:00,4.22,HW
2013-07-06 04:35:00,1.08,LW
2013-07-06 10:51:00,4.35,HW
2013-07-06 17:06:00,0.88,LW
2013-07-06 23:14:00,4.32,HW
2013-07-07 05:19:00,1.01,LW
2013-07-07 11:29:00,4.45,HW
2013-07-07 17:50:00,0.75,LW
2013-07-07 23:53:00,4.40,HW
2013-07-08 05:58:00,0.96,LW
2013-07-08 12:03:00,4.53,HW
2013-07-08 18:28:00,0.67,LW
2013-07-09 00:29:00,4.46,HW
2013-07-09 06:32:00,0.91,LW
2013-07-09 12:36:00,4.60,HW
2013-07-09 19:03:00,0.62,LW
2013-07-10 01:03:00,4.52,HW
2013-07-10 07:04:00,0.87,LW
2013-07-10 13:10:00,4.65,HW
2013-07-10 19:37:00,0.59,LW
2013-07-11 01:40:00,4.55,HW
2013-07-11 07:36:00,0.84,LW
2013-07-11 13:45:00,4.66,HW
2013-07-11 20:11:00,0.57,LW
2013-07-12 02:17:00,4.54,HW
2013-07-12 08:11:00,0.84,LW
2013-07-12 14:21:00,4.62,HW
2013-07-12 20:46:00,0.58,LW
2013-07-13 02:55:00,4.48,HW
2013-07-13 08:47:00,0.88,LW
2013-07-13 14:55:00,4.55,HW
2013-07-13 21:23:00,0.64,LW
2013-07-14 03:32:00,4.39,HW
2013-07-14 09:25:00,0.96,LW
2013-07-14 15:31:00,4.46,HW
2013-07-14 22:02:00,0.72,LW
2013-07-15 04:10:00,4.30,HW
2013-07-15 10:06:00,1.06,LW
2013-07-15 16:12:00,4.37,HW
2013-07-15 22:45:00,0.81,LW
2013-07-16 04:53:00,4.23,HW
2013-07-16 10:54:00,1.15,LW
2013-07-16 17:02:00,4.29,HW
2013-07-16 23:37:00,0.91,LW
2013-07-17 05:46:00,4.18,HW
2013-07-17 11:52:00,1.23,LW
2013-07-17 18:04:00,4.21,HW
2013-07-18 00:46:00,0.98,LW
2013-07-18 06:54:00,4.15,HW
2013-07-18 13:12:00,1.25,LW
2013-07-18 19:21:00,4.19,HW
2013-07-19 02:03:00,0.97,LW
2013-07-19 08:14:00,4.23,HW
2013-07-19 14:37:00,1.12,LW
2013-07-19 20:41:00,4.29,HW
2013-07-20 03:13:00,0.90,LW
